Nom du monstre;Rôle;Rôle secondaire;Meneur;Niveau;Source;Catégorie;exp;Race;Origine;Mot-clé (humanoïde, élémentaire, féerique…);Lieux de prédilection
Jeune dragon sismique;Soldat;Élite;;9;Bestiaire Fantastique 3;;;;;;
Ogre cuirassé;Soldat;Normal;;9;Bestiaire Fantastique 3;;;;;;
Poing du tyran d epierre;Soldat;Normal;Oui;9;Bestiaire Fantastique 3;;;;;;
Épouvantail chancelant;Brute;Sbire;;10;Bestiaire Fantastique 3;;;;;;
Jeune dragon volcanique;Brute;Élite;;10;Bestiaire Fantastique 3;;;;;;
Nuée putride éveillée;Brute;Normal;;10;Bestiaire Fantastique 3;;;;;;
Élémentaire de l'air;Chasseur;Normal;;10;Bestiaire Fantastique 3;;;;;;
Exécuteur cristallien;Chasseur;Normal;;10;Bestiaire Fantastique 3;;;;;;
Arcanien bleu;Contrôleur;Normal;;10;Bestiaire Fantastique 3;;;;;;
Cambion enchaîné;Contrôleur;Normal;;10;Bestiaire Fantastique 3;;;;;;
Messager catoblépas;Contrôleur;Élite;;10;Bestiaire Fantastique 3;;;;;;
Sarcasme répugnard;Contrôleur;Normal;;10;Bestiaire Fantastique 3;;;;;;
Sentinelle su;Franc-tireur;Normal;;10;Bestiaire Fantastique 3;;;;;;
Kraken marin;Soldat;Solo;;10;Bestiaire Fantastique 3;;;;;;
Nymphe des bois;Soldat;Normal;;10;Bestiaire Fantastique 3;;;;;;
Chef de bande verbeeg;Artilleur;Normal;Oui;11;Bestiaire Fantastique 3;;;;;;
Diable enragé;Brute;Normal;;11;Bestiaire Fantastique 3;;;;;;
Écraseur géant des collines;Brute;Normal;;11;Bestiaire Fantastique 3;;;;;;
Tueur meazel;Brute;Normal;;11;Bestiaire Fantastique 3;;;;;;
Corrupteur teignard;Chasseur;Normal;;11;Bestiaire Fantastique 3;;;;;;
Chaman des tempêtes ogre;Contrôleur;Normal;;11;Bestiaire Fantastique 3;;;;;;
Élémentaire de l'eau;Contrôleur;Normal;;11;Bestiaire Fantastique 3;;;;;;
Filou verbeeg;Contrôleur;Normal;;11;Bestiaire Fantastique 3;;;;;;
Guenaude du pacte;Contrôleur;Normal;Oui;11;Bestiaire Fantastique 3;;;;;;
Élémentaire du feu;Franc-tireur;Normal;;11;Bestiaire Fantastique 3;;;;;;
Élémentaire de la terre;Soldat;Normal;;11;Bestiaire Fantastique 3;;;;;;
Traquenardier su;Soldat;Sbire;;11;Bestiaire Fantastique 3;;;;;;
Chasseur meazel;Artilleur;Normal;;12;Bestiaire Fantastique 3;;;;;;
Lance-roc géant des collines;Artilleur;Normal;;12;Bestiaire Fantastique 3;;;;;;
Lanceur moussu;Artilleur;Sbire;;12;Bestiaire Fantastique 3;;;;;;
Alpha su;Brute;Normal;;12;Bestiaire Fantastique 3;;;;;;
Maraudeur girallon;Brute;Normal;;12;Bestiaire Fantastique 3;;;;;;
Sanguinaire pâle;Brute;Normal;;12;Bestiaire Fantastique 3;;;;;;
Chasseur manteleur;Chasseur;Normal;;12;Bestiaire Fantastique 3;;;;;;
Tyrannoeil manteleur;Chasseur;Élite;;12;Bestiaire Fantastique 3;;;;;;
Cerveau mousse à oubli;Contrôleur;Élite;;12;Bestiaire Fantastique 3;;;;;;
Demenstrel répugnard;Contrôleur;Normal;Oui;12;Bestiaire Fantastique 3;;;;;;
Dragon de blizzard adulte;Contrôleur;Élite;;12;Bestiaire Fantastique 3;;;;;;
Emberlficateur moussu;Contrôleur;Sbire;;12;Bestiaire Fantastique 3;;;;;;
Soigneur moussu;Contrôleur;Sbire;Oui;12;Bestiaire Fantastique 3;;;;;;
Dément kuo-toa;Franc-tireur;Sbire;;12;Bestiaire Fantastique 3;;;;;;
Rampant moussu;Franc-tireur;Sbire;;12;Bestiaire Fantastique 3;;;;;;
Bouclier de pierre norker;Soldat;Normal;;12;Bestiaire Fantastique 3;;;;;;
Gardien moussu;Soldat;Sbire;;12;Bestiaire Fantastique 3;;;;;;
Rejeton infernal cambion;Soldat;Élite;;12;Bestiaire Fantastique 3;;;;;;
Homme d'armes derro;Artilleur;Normal;;13;Bestiaire Fantastique 3;;;;;;
Fils de kyuss;Brute;Normal;;13;Bestiaire Fantastique 3;;;;;;
Gueux de kyuss;Brute;Sbire;;13;Bestiaire Fantastique 3;;;;;;
Rôdeur épouvantail;Chasseur;Normal;;13;Bestiaire Fantastique 3;;;;;;
Étrangleur meazel;Contrôleur;Normal;;13;Bestiaire Fantastique 3;;;;;;
Babau;Franc-tireur;Normal;;13;Bestiaire Fantastique 3;;;;;;
Dogue funeste;Franc-tireur;Normal;;13;Bestiaire Fantastique 3;;;;;;
Sabots-de-feu;Franc-tireur;Normal;;13;Bestiaire Fantastique 3;;;;;;
Gardien épouvantail;Soldat;Normal;;13;Bestiaire Fantastique 3;;;;;;
Seigneur des vermines nagpa;Artilleur;Normal;;14;Bestiaire Fantastique 3;;;;;;
Voyou derro;Brute;Sbire;;14;Bestiaire Fantastique 3;;;;;;
Ombre marionnettiste;Chasseur;Normal;;14;Bestiaire Fantastique 3;;;;;;
Prédateur d'intellect;Contrôleur;Normal;;14;Bestiaire Fantastique 3;;;;;;
Débouleur géant des collines;Franc-tireur;Normal;;14;Bestiaire Fantastique 3;;;;;;
Fanatique derro;Franc-tireur;Normal;;14;Bestiaire Fantastique 3;;;;;;
Dragon sismique adulte;Soldat;Élite;;14;Bestiaire Fantastique 3;;;;;;
Mastoc ogre;Soldat;Normal;;14;Bestiaire Fantastique 3;;;;;;
Noyeur kuo-toa;Soldat;Normal;;14;Bestiaire Fantastique 3;;;;;;
Peau-de-fer;Soldat;Normal;;14;Bestiaire Fantastique 3;;;;;;
Cingleur kuo-toa;Artilleur;Normal;;15;Bestiaire Fantastique 3;;;;;;
Embrasé;Artilleur;Normal;Oui;15;Bestiaire Fantastique 3;;;;;;
Nymphe d'hiver;Artilleur;Normal;;15;Bestiaire Fantastique 3;;;;;;
Rejeton tyrannoeil;Artilleur;Sbire;;15;Bestiaire Fantastique 3;;;;;;
Dragon volcanique adulte;Brute;Élite;;15;Bestiaire Fantastique 3;;;;;;
Fantassin norker;Brute;Sbire;;15;Bestiaire Fantastique 3;;;;;;
Larbin de pierre;Brute;Normal;;15;Bestiaire Fantastique 3;;;;;;
Chasseur cornu;Chasseur;Normal;;15;Bestiaire Fantastique 3;;;;;;
Moissonneur derro;Chasseur;Normal;;15;Bestiaire Fantastique 3;;;;;;
Ombre abyssale;Contrôleur;Normal;;15;Bestiaire Fantastique 3;;;;;;
Arpenteur de pierre norker;Franc-tireur;Normal;;15;Bestiaire Fantastique 3;;;;;;
Chevalier infernal;Soldat;Normal;;15;Bestiaire Fantastique 3;;;;;;
Garde de fer derro;Soldat;Normal;;15;Bestiaire Fantastique 3;;;;;;
Héraut de kyuss;Artilleur;Normal;;16;Bestiaire Fantastique 3;;;;;;
Démon glouton suprême;Brute;Normal;;16;Bestiaire Fantastique 3;;;;;;
Esclave mutant;Brute;Normal;;16;Bestiaire Fantastique 3;;;;;;
Diable visqueux;Chasseur;Normal;;16;Bestiaire Fantastique 3;;;;;;
Rejeton mimique;Chasseur;Sbire;;16;Bestiaire Fantastique 3;;;;;;
Varoot nerra;Chasseur;Normal;;16;Bestiaire Fantastique 3;;;;;;
Diable passionnel;Contrôleur;Normal;;16;Bestiaire Fantastique 3;;;;;;
Estrange tellurien;Contrôleur;Normal;;16;Bestiaire Fantastique 3;;;;;;
Savant derro;Contrôleur;Normal;;16;Bestiaire Fantastique 3;;;;;;
Usurpateur mimique;Contrôleur;Normal;;16;Bestiaire Fantastique 3;;;;;;
Berserker géant du givre;Franc-tireur;Normal;;16;Bestiaire Fantastique 3;;;;;;
Trancheur kuo-toa;Franc-tireur;Normal;;16;Bestiaire Fantastique 3;;;;;;
Gardien banderhobb;Soldat;Normal;;16;Bestiaire Fantastique 3;;;;;;
Orateur de feu tanarukk;Artilleur;Normal;;17;Bestiaire Fantastique 3;;;;;;
Alpha girallon;Brute;Normal;;17;Bestiaire Fantastique 3;;;;;;
Farceur gremlin;Contrôleur;Sbire;;17;Bestiaire Fantastique 3;;;;;;
Fauteur gremlin;Contrôleur;Normal;;17;Bestiaire Fantastique 3;;;;;;
Maître lavique géant du feu;Contrôleur;Normal;Oui;17;Bestiaire Fantastique 3;;;;;;
Vieux dragon de blizzard;Contrôleur;Élite;;17;Bestiaire Fantastique 3;;;;;;
Kidnappeur banderhobb;Franc-tireur;Normal;Oui;17;Bestiaire Fantastique 3;;;;;;
Maraudeur tanarukk;Franc-tireur;Normal;;17;Bestiaire Fantastique 3;;;;;;
Ombre astrale;Soldat;Normal;;17;Bestiaire Fantastique 3;;;;;;
Hurlesort de vecna;Artilleur;Normal;;18;Bestiaire Fantastique 3;;;;;;
Ravisseur banderhobb;Brute;Normal;;18;Bestiaire Fantastique 3;;;;;;
Seigneur manteleur;Contrôleur;Normal;;18;Bestiaire Fantastique 3;;;;;;
Tragédien catoblépas;Contrôleur;Élite;;18;Bestiaire Fantastique 3;;;;;;
Tyrannoeil fantôme;Contrôleur;Élite;;18;Bestiaire Fantastique 3;;;;;;
Nuée diabolique;Franc-tireur;Normal;;18;Bestiaire Fantastique 3;;;;;;
Pyrodanseur géant du feu;Franc-tireur;Normal;;18;Bestiaire Fantastique 3;;;;;;
Guerrier d'acier tanarull;Soldat;Normal;;18;Bestiaire Fantastique 3;;;;;;
Meerak nerra;Soldat;Sbire;;18;Bestiaire Fantastique 3;;;;;;
Porte-écu géant du givre;Soldat;Normal;;18;Bestiaire Fantastique 3;;;;;;
Arcanien rouge;Artilleur;Normal;;19;Bestiaire Fantastique 3;;;;;;
Slaad putride;Brute;Normal;;19;Bestiaire Fantastique 3;;;;;;
Fumerollien géant du feu;Chasseur;Normal;;19;Bestiaire Fantastique 3;;;;;;
Guenaude des songes;Contrôleur;Normal;;19;Bestiaire Fantastique 3;;;;;;
Sillit nerra;Contrôleur;Normal;;19;Bestiaire Fantastique 3;;;;;;
Guêpe infernale gardienne;Franc-tireur;Sbire;;19;Bestiaire Fantastique 3;;;;;;
Secret de vecna;Franc-tireur;Normal;;19;Bestiaire Fantastique 3;;;;;;
Kalareem nerra;Soldat;Normal;;19;Bestiaire Fantastique 3;;;;;;
Vieux dragon sismique;Soldat;Élite;;19;Bestiaire Fantastique 3;;;;;;
Orbe de conflagration;Artilleur;Normal;;20;Bestiaire Fantastique 3;;;;;;
Porcher nalfeshnie;Brute;Normal;;20;Bestiaire Fantastique 3;;;;;;
Vieux dragon volcanique;Brute;Élite;;20;Bestiaire Fantastique 3;;;;;;
Élémentaire de l'air majeur;Chasseur;Normal;;20;Bestiaire Fantastique 3;;;;;;
Chef de clan géant du givre;Contrôleur;Normal;;20;Bestiaire Fantastique 3;;;;;;
Élémentaire de l'eau majeur;Contrôleur;Normal;;20;Bestiaire Fantastique 3;;;;;;
Inquisiteur flagelleur mental;Contrôleur;Normal;;20;Bestiaire Fantastique 3;;;;;;
Slaad doré;Contrôleur;Normal;;20;Bestiaire Fantastique 3;;;;;;
Delphar nerra;Soldat;Normal;Oui;20;Bestiaire Fantastique 3;;;;;;
Teltarym nerra;Brute;Normal;;21;Bestiaire Fantastique 3;;;;;;
Goinfre d'intellect;Contrôleur;Normal;;21;Bestiaire Fantastique 3;;;;;;
Élémentaire du feu majeur;Franc-tireur;Normal;;21;Bestiaire Fantastique 3;;;;;;
Fléau flagelleur mental;Franc-tireur;Normal;;21;Bestiaire Fantastique 3;;;;;;
Girallon infernal;Brute;Normal;;22;Bestiaire Fantastique 3;;;;;;
Mastodonte de thoon;Brute;Normal;;22;Bestiaire Fantastique 3;;;;;;
Sauvage tulgar;Brute;Sbire;;22;Bestiaire Fantastique 3;;;;;;
Terreur incarnée hurleuse;Chasseur;Normal;;22;Bestiaire Fantastique 3;;;;;;
Diable corruptif;Contrôleur;Normal;Oui;22;Bestiaire Fantastique 3;;;;;;
Dragon de blizzard vénérable;Contrôleur;Élite;;22;Bestiaire Fantastique 3;;;;;;
Élu d'imix;Contrôleur;Normal;Oui;22;Bestiaire Fantastique 3;;;;;;
Intrigant ultrodémon;Contrôleur;Normal;Oui;22;Bestiaire Fantastique 3;;;;;;
Chasseur carnassier tulgar;Franc-tireur;Normal;;22;Bestiaire Fantastique 3;;;;;;
Élémentaire de la terre majeur;Soldat;Normal;;22;Bestiaire Fantastique 3;;;;;;
Fanatique drow;Brute;Normal;;23;Bestiaire Fantastique 3;;;;;;
Homme d'armes tulgar;Brute;Normal;;23;Bestiaire Fantastique 3;;;;;;
Demi-esprit tulgar;Chasseur;Normal;;23;Bestiaire Fantastique 3;;;;;;
Cerveau fossile;Contrôleur;Élite;;23;Bestiaire Fantastique 3;;;;;;
Tyran nalfeshnie;Contrôleur;Normal;;23;Bestiaire Fantastique 3;;;;;;
Guêpe infernale;Franc-tireur;Normal;;23;Bestiaire Fantastique 3;;;;;;
Façonneur chthonien;Artilleur;Normal;;24;Bestiaire Fantastique 3;;;;;;
Abomination draegloth;Chasseur;Normal;;24;Bestiaire Fantastique 3;;;;;;
Lame d'ombre drow;Chasseur;Normal;;24;Bestiaire Fantastique 3;;;;;;
Libertine corrompue;Chasseur;Sbire;;24;Bestiaire Fantastique 3;;;;;;
Messager des esprits tulgar;Contrôleur;Normal;;24;Bestiaire Fantastique 3;;;;;;
Apôtre chthonien;Soldat;Normal;;24;Bestiaire Fantastique 3;;;;;;
Dragon sismique vénérable;Soldat;Élite;;24;Bestiaire Fantastique 3;;;;;;
Archimage drow;Artilleur;Normal;;25;Bestiaire Fantastique 3;;;;;;
Dragon volcanique vénérable;Brute;Élite;;25;Bestiaire Fantastique 3;;;;;;
Faucheuse de lolth;Brute;Normal;;25;Bestiaire Fantastique 3;;;;;;
Aspect de lolth;Chasseur;Élite;;25;Bestiaire Fantastique 3;;;;;;
Kraken astral;Contrôleur;Solo;;25;Bestiaire Fantastique 3;;;;;;
Nymphe d'été;Contrôleur;Normal;Oui;25;Bestiaire Fantastique 3;;;;;;
Consort exalté drow;Franc-tireur;Normal;;25;Bestiaire Fantastique 3;;;;;;
Bâfreur corrompu;Soldat;Sbire;;25;Bestiaire Fantastique 3;;;;;;
Épouvanteur réprouvé;Artilleur;Normal;Oui;26;Bestiaire Fantastique 3;;;;;;
Berserker abomination yuan-ti;Brute;Normal;;26;Bestiaire Fantastique 3;;;;;;
Anneau de zéhir;Contrôleur;Normal;;26;Bestiaire Fantastique 3;;;;;;
Rejeton d'ulban;Contrôleur;Normal;;26;Bestiaire Fantastique 3;;;;;;
Mue de zéhir;Franc-tireur;Sbire;;26;Bestiaire Fantastique 3;;;;;;
Avaricieux corrompu;Soldat;Sbire;;26;Bestiaire Fantastique 3;;;;;;
Prison de mual-tar;Soldat;Normal;;26;Bestiaire Fantastique 3;;;;;;
Tisseur de bataille;Soldat;Élite;;26;Bestiaire Fantastique 3;;;;;;
Cracheur abomination yuan-ti;Artilleur;Normal;;27;Bestiaire Fantastique 3;;;;;;
Tisseur ténébreux;Chasseur;Élite;;27;Bestiaire Fantastique 3;;;;;;
Dame des araignées drow;Contrôleur;Élite;;27;Bestiaire Fantastique 3;;;;;;
Guenaude des brumes;Contrôleur;Normal;Oui;27;Bestiaire Fantastique 3;;;;;;
Tisseur de pensées;Contrôleur;Élite;;27;Bestiaire Fantastique 3;;;;;;
Héraut de la flamme achrome;Franc-tireur;Normal;;27;Bestiaire Fantastique 3;;;;;;
Infiltrateur réprouvé;Franc-tireur;Normal;;27;Bestiaire Fantastique 3;;;;;;
Fainéante corrompue;Soldat;Sbire;;27;Bestiaire Fantastique 3;;;;;;
Garde maléficié yuan-ti;Soldat;Normal;Oui;27;Bestiaire Fantastique 3;;;;;;
Quêteur de savoir réprouvé;Soldat;Sbire;;27;Bestiaire Fantastique 3;;;;;;
Brasier déicide;Artilleur;Normal;;28;Bestiaire Fantastique 3;;;;;;
Tisseur de sorts;Artilleur;Élite;;28;Bestiaire Fantastique 3;;;;;;
Fou corrompu;Brute;Sbire;;28;Bestiaire Fantastique 3;;;;;;
Massacreur réprouvé;Brute;Normal;;28;Bestiaire Fantastique 3;;;;;;
Assassin maléficié yuan-ti;Chasseur;Normal;;28;Bestiaire Fantastique 3;;;;;;
Émissaire de caiphon;Contrôleur;Normal;Oui;28;Bestiaire Fantastique 3;;;;;;
Saint maléficié yuan-ti;Contrôleur;Normal;Oui;28;Bestiaire Fantastique 3;;;;;;
Traqueur maléficié yuan-ti;Franc-tireur;Normal;;28;Bestiaire Fantastique 3;;;;;;
Eclavdra, exarque de lolth;Soldat;Élite;Oui;28;Bestiaire Fantastique 3;;;;;;
Grêlon d'uralinda;Soldat;Sbire;;28;Bestiaire Fantastique 3;;;;;;
Klurichir;Soldat;Normal;;28;Bestiaire Fantastique 3;;;;;;
Serpent de nihal;Chasseur;Sbire;;29;Bestiaire Fantastique 3;;;;;;
Aïeul corruptif;Contrôleur;Élite;Oui;29;Bestiaire Fantastique 3;;;;;;
Maître des complots réprouvé;Contrôleur;Normal;Oui;29;Bestiaire Fantastique 3;;;;;;
Poltron corrompu;Contrôleur;Sbire;;29;Bestiaire Fantastique 3;;;;;;
Molydeus;Soldat;Élite;;29;Bestiaire Fantastique 3;;;;;;
Lumière d'amoth;Brute;Normal;;30;Bestiaire Fantastique 3;;;;;;
Allabar, ouvreur de la voie;Soldat;Solo;;30;Bestiaire Fantastique 3;;;;;;
Imix;Contrôleur;Solo;;32;Bestiaire Fantastique 3;;;;;;
Ogrémokh;Soldat;Solo;;34;Bestiaire Fantastique 3;;;;;;
Lolth, la reine araignée;Brute;Solo;;35;Bestiaire Fantastique 3;;;;;;
Lolth;Chasseur;Solo;;35;Bestiaire Fantastique 3;;;;;;
Initié de la vague écrasante (genasi);Soldat;Normal;;8;Chaos Élémentaire;Solkara;350;Humanoïde;Élémentaire;Aquatique, Eau;
Écorcheur ventfantôme;Chasseur;Normal;;9;Chaos Élémentaire;Élémentaire;400;Créature magique;Élémentaire;Eau, Feu;
Hiérophante de la vague écrasante (genasi);Artilleur;Normal;Oui;10;Chaos Élémentaire;Solkara;500;Humanoïde;Élémentaire;Aquatique, Eau;
Nuée de phage chaotique;Brute;Normal;;12;Chaos Élémentaire;Slaad;700;Bête;Élémentaire;Nuée;
Assassin givcendre;Franc-tireur;Normal;;12;Chaos Élémentaire;Élémentaire;700;Créature magique;Élémentaire;Feu, Froid;
Slaad vert dément;Contrôleur;Élite;;13;Chaos Élémentaire;Slaad;1600;Humanoïde;Élémentaire;;
Rôdeur archon de boue;Chasseur;Normal;;14;Chaos Élémentaire;Archon;1000;Humanoïde;Élémentaire;Eau, Terre;
Intercepteur archon de fer;Soldat;Normal;;14;Chaos Élémentaire;Archon;1000;Humanoïde;Élémentaire;;
Slaad bleu glouton;Soldat;Élite;;14;Chaos Élémentaire;Slaad;2000;Humanoïde;Élémentaire;;
Arbalétrier du givre eisk jaat;Artilleur;Normal;;15;Chaos Élémentaire;Eisk jaat;1200;Humanoïde;Élémentaire;Froid;
Slaad gris dévastateur;Artilleur;Normal;Oui;15;Chaos Élémentaire;Slaad;1200;Humanoïde;Élémentaire;;
Solembraseur;Artilleur;Normal;;15;Chaos Élémentaire;Élémentaire;1200;Créature magique;Élémentaire;Feu;
Démon de poussière;Contrôleur;Élite;;15;Chaos Élémentaire;Démon élémentaire flétri;2400;Créature magique;Élémentaire;Air, Démon;
Volute de poussière;Contrôleur;Sbire;;15;Chaos Élémentaire;Démon élémentaire flétri;300;Humanoïde;Élémentaire;Air, Démon;
Guerrier eisk jaat;Franc-tireur;Sbire;;15;Chaos Élémentaire;Eisk jaat;300;Humanoïde;Élémentaire;Froid;
Slaad rouge mastodonte;Soldat;Élite;;15;Chaos Élémentaire;Slaad;2400;Humanoïde;Élémentaire;;
Mutilateur eisk jaat;Brute;Normal;Oui;16;Chaos Élémentaire;Eisk jaat;1400;Humanoïde;Élémentaire;Froid;
Réplique temporelle de slaad blanc;Chasseur;Sbire;;16;Chaos Élémentaire;Slaad;0;Humanoïde;Élémentaire;;
Slaad blanc;Chasseur;Élite;;16;Chaos Élémentaire;Slaad;2800;Humanoïde;Élémentaire;;
Faucheur archon de fer;Franc-tireur;Normal;;16;Chaos Élémentaire;Archon;1400;Humanoïde;Élémentaire;;
Parasite chancreux;Franc-tireur;Sbire;;16;Chaos Élémentaire;Démon élémentaire flétri;350;Bête;Élémentaire;Démon;
Mystique eisk jaat;Chasseur;Normal;;18;Chaos Élémentaire;Eisk jaat;2000;Humanoïde;Élémentaire;Froid;
Acolyte de l'entropie;Franc-tireur;Normal;;18;Chaos Élémentaire;Ygorl;2000;Humanoïde;Élémentaire;Slaad;
Calcineur fulgineux;Contrôleur;Normal;;19;Chaos Élémentaire;Démon élémentaire flétri;2400;Humanoïde;Élémentaire;Démon, Feu;
Traquenardier archon de boue;Franc-tireur;Normal;;19;Chaos Élémentaire;Archon;2400;Humanoïde;Élémentaire;Eau, Terre;
Moissonneur oragediamant;Soldat;Normal;;20;Chaos Élémentaire;Élémentaire;2800;Créature magique;Élémentaire;Air, Terre;
Liricosa;Contrôleur;Solo;;21;Chaos Élémentaire;Liricosa;16000;Humanoïde;Naturelle;Githzerai;
Nuée chancreuse;Franc-tireur;Élite;;21;Chaos Élémentaire;Démon élémentaire flétri;6400;Bête;Élémentaire;Démon, Nuée;
Skirnex;Contrôleur;Élite;Oui;23;Chaos Élémentaire;Ygorl;10200;Humanoïde;Élémentaire;Slaad;
Molosse de fumée;Soldat;Sbire;;23;Chaos Élémentaire;Ehkahk;1275;Bête;Élémentaire;Air, Feu;
Rocher grouillant;Soldat;Élite;;23;Chaos Élémentaire;Démon élémentaire flétri;10200;Créature magique;Élémentaire;Démon, Terre;
Vase primitive;Brute;Élite;;24;Chaos Élémentaire;Abomination;12100;Bête;Élémentaire;Aveugle, Vase;
Djinn chassenuées;Chasseur;Normal;;24;Chaos Élémentaire;Sirrajadt;6050;Humanoïde;Élémentaire;Air;
Tueur caustique;Chasseur;Élite;;24;Chaos Élémentaire;Élémentaire;12100;Créature magique;Élémentaire;Terre;
Ehkahk;Contrôleur;Élite;Oui;25;Chaos Élémentaire;Ehkahk;14000;Humanoïde;Élémentaire;Air, Feu;
Chancre originel;Artilleur;Solo;;26;Chaos Élémentaire;Élémentaire;45000;Créature magique;Élémentaire;Air, Feu, Froid, Terre;
Shkiv;Artilleur;Normal;;26;Chaos Élémentaire;Ygorl;9000;Créature magique;Naturelle;Dragon;
Slaad noir entropique;Brute;Sbire;;26;Chaos Élémentaire;Slaad;2250;Humanoïde;Élémentaire;;
Gorgone du séisme;Soldat;Normal;;26;Chaos Élémentaire;Méduse;9000;Bête;Élémentaire;Terre;
Néant entropique;Soldat;Sbire;;26;Chaos Élémentaire;Slaad;0;Bête;Élémentaire;Aveugle;
Ygorl;Soldat;Élite;Oui;26;Chaos Élémentaire;Ygorl;18000;Humanoïde;Élémentaire;Slaad;
Sirrajadt;Chasseur;Élite;Oui;27;Chaos Élémentaire;Sirrajadt;22000;Humanoïde;Élémentaire;Air;
Mirmakur;Brute;Élite;;28;Chaos Élémentaire;Solkara;26000;Humanoïde;Élémentaire;Aquatique, Géant;
Tempête qui marche;Contrôleur;Solo;;28;Chaos Élémentaire;Abomination;65000;Humanoïde;Élémentaire;Air, Feu, Froid;
Tholundru;Contrôleur;Élite;Oui;28;Chaos Élémentaire;Géant;26000;Humanoïde;Élémentaire;Géant, Terre;
Xixecal;Brute;Élite;;30;Chaos Élémentaire;Solkara;38000;Humanoïde;Élémentaire;Froid;
Solkara;Contrôleur;Solo;;34;Chaos Élémentaire;Solkara;195000;Créature magique;Élémentaire;Aquatique, Eau, Froid, Originel;
Bande de kakophoniens;Brute;Normal;;1;Encyclopédie des Royaumes Oubliés;Kakophonien;100;Humanoïde;Naturelle;Nuée;
Chien affamé;Brute;Sbire;;1;Encyclopédie des Royaumes Oubliés;Chien;25;Bête;Naturelle;;
Voyou humain;Brute;Sbire;;1;Encyclopédie des Royaumes Oubliés;Humain;25;Humanoïde;Naturelle;;
Veau rongebête;Brute;Normal;;2;Encyclopédie des Royaumes Oubliés;Rongebête;125;Bête;Naturelle;;
Caudalzair lèchebraise;Artilleur;Normal;;3;Encyclopédie des Royaumes Oubliés;Caudalzair;150;Bête;Naturelle;Reptile;
Caudalzair hypnotiseur;Contrôleur;Normal;;3;Encyclopédie des Royaumes Oubliés;Caudalzair;150;Bête;Naturelle;Reptile;
Grand chaman sancossug;Contrôleur;Solo;;3;Encyclopédie des Royaumes Oubliés;Gobelin;750;Humanoïde;Naturelle;;
Nuée de caudalzairs;Franc-tireur;Normal;;3;Encyclopédie des Royaumes Oubliés;Caudalzair;150;Bête;Naturelle;Nuée, Reptile;
Chef bandit;Soldat;Normal;;3;Encyclopédie des Royaumes Oubliés;Humain;150;Humanoïde;Naturelle;;
Zark le nain;Artilleur;Normal;;4;Encyclopédie des Royaumes Oubliés;Nain;175;Humanoïde;Naturelle;;
Caudalzair brise-os;Brute;Normal;;4;Encyclopédie des Royaumes Oubliés;Caudalzair;175;Bête;Naturelle;Reptile;
Rongebête adulte;Brute;Normal;;4;Encyclopédie des Royaumes Oubliés;Rongebête;175;Bête;Naturelle;;
Aile kir-lanane;Franc-tireur;Normal;;4;Encyclopédie des Royaumes Oubliés;Shar;175;Humanoïde;Ombreuse;;
Garrot;Franc-tireur;Normal;;4;Encyclopédie des Royaumes Oubliés;Tieffelin;175;Humanoïde;Naturelle;;
Sentinelle rongebête;Franc-tireur;Normal;;4;Encyclopédie des Royaumes Oubliés;Rongebête;175;Bête;Naturelle;;
Caudalzair rasoir;Franc-tireur;Normal;;5;Encyclopédie des Royaumes Oubliés;Caudalzair;200;Bête;Naturelle;Reptile;
Soldat zhent (humain);Soldat;Normal;;5;Encyclopédie des Royaumes Oubliés;Zhentarim;200;Humanoïde;Naturelle;;
Mage de guerre zhent (humain);Artilleur;Normal;;6;Encyclopédie des Royaumes Oubliés;Zhentarim;250;Humanoïde;Naturelle;;
Bande de kakophoniens pestiférés;Brute;Normal;;6;Encyclopédie des Royaumes Oubliés;Kakophonien;200;Humanoïde;Naturelle;Nuée;
Rongebête géante;Brute;Élite;;6;Encyclopédie des Royaumes Oubliés;Rongebête;500;Bête;Naturelle;;
Vesserabe;Chasseur;Normal;;6;Encyclopédie des Royaumes Oubliés;Nétherisse;250;Bête;Ombreuse;Monture;
Adepte du soleil noir zhent (humain);Contrôleur;Normal;;6;Encyclopédie des Royaumes Oubliés;Zhentarim;250;Humanoïde;Naturelle;;
Serpent-garou;Contrôleur;Normal;Oui;6;Encyclopédie des Royaumes Oubliés;Lycanthrope;250;Humanoïde;Naturelle;Métamorphe, Reptile;
Taureau rongebête;Contrôleur;Normal;Oui;6;Encyclopédie des Royaumes Oubliés;Rongebête;250;Bête;Naturelle;;
Moine de la Lune Noire (humain);Soldat;Normal;;6;Encyclopédie des Royaumes Oubliés;Shar;250;Humanoïde;Naturelle;;
Agent jordain;Soldat;Élite;;7;Encyclopédie des Royaumes Oubliés;Les cinq compagnies;600;Humanoïde;Naturelle;Humain;
Massacreur ferdamné;Soldat;Normal;;8;Encyclopédie des Royaumes Oubliés;Chevaliers sorciers de Vaasie;350;Animé;Élémentaire;Créature artificielle;
Goule pestiférée;Brute;Normal;;9;Encyclopédie des Royaumes Oubliés;Ordre de la Flamme Bleue;400;Humanoïde;Naturelle;Mort-vivant, Stigmatisé;
Chevalier sorcier exécuteur (humain);Franc-tireur;Élite;;9;Encyclopédie des Royaumes Oubliés;Chevaliers sorciers de Vaasie;800;Humanoïde;Naturelle;;
