name;description;alteration;property;power;special;source;rarity;critical;implement_group;location;weapon_groups;armor_categories;object_levels
Anneau de défense vigilante;Ce gros anneau est constitué de minuscules boucliers de fer, d'acier, de mithral et d'adamantium qui se chevauchent.;"";Vous bénéficiez d'un bonus d'objet de +4 à toutes vos défenses quand vous recourez à l'action de combat de défense totale.;Quotidien: action mineure. Vous bénéficiez d'un bonus de +2 à toutes vos défenses jusqu'au début de votre tour de jeu suivant.<br>Si vous avez atteint au moins une étape dans la journée, vous bénéficiez d'un bonus de pouvoir de +3 à toutes vos défenses jusqu'à la fin de votre tour de jeu suivant.;"";Le Comptoir de l'Aventure 1;uncommon;"";"";Anneaux;"";"";17
Anneau de fer des seigneurs nains;Ce solide anneau de fer porte le symbole géométrique des seigneurs nains.;"";Vous gagnez une récupération.;Quotidien : interruption immédiate. Vous pouvez utiliser ce pouvoir quand vous êtes touché pas un pouvoir qui vous pousse, tire ou fait glisser. Vous annuler ce déplacement forcé. Si vous avez atteint au moins une étape dans la journée, vous bénéficiez également d'une immunité contre les effets qui vous poussent, tirent ou font glisser (à moins que vous acceptiez ce déplacement forcé) jusqu'à la fin de votre tour de jeu suivant.;"";Manuel des Joueurs 1;uncommon;"";"";Anneaux;"";"";14
Anneau de feuille morte;Grâce à cet anneau de mithral fin, vous n'avez plus rien à craindre des chutes.;"";Vous ne subissez pas de dégâts de chute, et atterrissez toujours sur vos pieds.;Quotidien: action mineure. Les alliés situés dans un rayon de 5 cases profitent également de la propriété de l'anneau jusqu'à la fin de la rencontre.<br>Si vous avez atteint au moins une étape dans la journée, ce sont les alliés situés dans un rayon de 10 cases qui en profitent.;"";Le Comptoir de l'Aventure 1;uncommon;"";"";Anneaux;"";"";14
Anneau de fraternité;Ces anneaux de platine fonctionnent par paire et ne sont utilisés que par de proches compagnons.;"";Ces anneaux marchent par paire. Au prix d'une action mineure, le porteur de l'un est en mesure d'obtenir les informations suivantes:<br>- Les points de vie actuels et l'état général (vivant, mourant ou mort) de l'autre porteur.<br> - Le nombre de récupération dont dispose encore l'autre porteur.<br> - Les effets qui touchent l'autre porteur.<br> - La distance à vol d'oiseau qui le sépare de l'autre porteur.<br>  Si ce dernier se situe dans un autre plan, ni la distance, ni le plan en question ne sont découverts.;Quotidien: action libre. Transférez une récupération au porteur de l'autre anneau. Cela ne lui permet pas cependant de dépasser le nombre maximal de récupération auquel il a droit.<br>Si vous avez atteint au moins une étape dans la journée, transférez deux récupérations.;"";Le Comptoir de l'Aventure 1;uncommon;"";"";Anneaux;"";"";14
Anneau de grâce de prouesse;La magie de cet anneau se manifeste sous la forme d'une spirale or et argent qui tourbillonne autour de votre main jusqu'à ce que vous la libéreriez.;"";Vous bénéficiez d'un bonus d'objet de +1 aux jets de sauvegarde contre les effets qui étourdissent ou hébètent.;Rencontre: aucune action.Déclencheur : vous êtes conscient et votre tour de jeu se termine sans que vous ayez effectué d'attaque.Effet : vous bénéficiez d'un bonus de pouvoir de +2 aux jets d'attaque à votre tour de jeu suivant.;"";Le Comptoir de l'Aventure 2;uncommon;"";"";Anneaux;"";"";19
Anneau de grâce du bélier;Cette trame or et argent discrète présente un éclat d'ivoire taillé en forme de tête et de bélier.;"";Vous bénéficiez d'un bonus d'objet de +1 aux jets de sauvegarde contre les effets qui étourdissent ou hébètent.;Rencontre: aucune action.Déclencheur : vous êtes conscient et votre tour de jeu se termine sans que vous ayez effectué d'attaque.Effet : vous poussez une créature qui vous est adjacente de 1 case.;"";Le Comptoir de l'Aventure 2;uncommon;"";"";Anneaux;"";"";14
Anneau de grâce du salut;Quand l'espoir s'évanouit, le saphir palpitant de cet anneau peut la raviver.;"";Vous bénéficiez d'un bonus d'objet de +1 aux jets de sauvegarde contre les effets qui étourdissent ou hébètent.;Rencontre: aucune action.Déclencheur : vous êtes conscient et votre tour de jeu se termine sans que vous ayez effectué d'attaque.Effet : vous bénéficiez d'un bonus de pouvoir de +5 à votre prochain jet de sauvegarde avant la fin de la rencontre.;"";Le Comptoir de l'Aventure 2;uncommon;"";"";Anneaux;"";"";14
Anneau de grâce éladrine;La trame or et argent de cet anneau de grâce rappelle l'héraldique de la Spirale effilée.;"";Vous bénéficiez d'un bonus d'objet de +1 aux jets de sauvegarde contre les effets qui étourdissent ou hébètent.;Rencontre ♦ téléportation : aucune action.Déclencheur : vous êtes conscient et votre tour de jeu se termine sans que vous ayez effectué d'attaque.Effet : vous vous téléportez de 5 cases.;"";Le Comptoir de l'Aventure 2;uncommon;"";"";Anneaux;"";"";16
Anneau de grâce et de foudre;La trame or et argent de cet anneau est entrecoupée de sillons étincelants. La foudre en jaillit pour vous protéger quand vous êtes mal en point.;"";Vous bénéficiez d'un bonus d'objet de +1 aux jets de sauvegarde contre les effets qui étourdissent ou hébètent.;Rencontre: aucune action.Déclencheur : vous êtes conscient et votre tour de jeu se termine sans que vous ayez effectué d'attaque.Effet : une créature située dans un rayon de 5 cases subit des dégâts d'électricité égaux à votre modificateur de caractéristique le plus élevé.;"";Le Comptoir de l'Aventure 2;uncommon;"";"";Anneaux;"";"";14
Anneau de grâce inébranlable;La trame particulière de cet anneau de grâce en or et argent est gravée de plumes.;"";Vous bénéficiez d'un bonus d'objet de +1 aux jets de sauvegarde contre les effets qui étourdissent ou hébètent.;Rencontre: aucune action.Déclencheur : vous êtes conscient et votre tour de jeu se termine sans que vous ayez effectué d'attaque.Effet : vous ou un allié situé dans un rayon de 5 cases pouvez vous relever au prix d'une action libre.;"";Le Comptoir de l'Aventure 2;uncommon;"";"";Anneaux;"";"";14
Anneau de gravité personnelle;Cet anneau de métal gris oblige vos ennemis à rester à portée d'allonge.;"";Quand vous êtes soumis à un déplacement forcé, vous vous déplacez de 1 case de moins que le précise l'effet.;"Quotidien: action mineure. Vous et les ennemis qui vous sont adjacents ou que vous avez marqués êtes ralentis ou immobilisés (à votre convenance). Pour les ennemis marqués, une sauvegarde annule; pour les ennemis adjacents, aucun jet de sauvegarde n'est permis. Au prix d'une action libre, vous pouvez mettre un terme à l'effet qui pèse sur vous et toutes les créatures affectées.<br>Si vous avez atteint au moins une étape dans la journée, tant que vous êtes affecté par l'état préjudiciable du pouvoir, tout nouvel ennemi marqué ou adjacent est lui aussi affecté par l'état préjudiciable en question.";ces anneaux fonctionnent par paire. Si l'un d'eux est désenchanté, l'autre perd toute sa magie. Le prix est pour les deux anneaux.;Le Comptoir de l'Aventure 1;uncommon;"";"";Anneaux;"";"";16
Anneau de guerre;Cet anneau en acier frappé à l'image d'une épée stylisée rend vos attaques beaucoup plus dangereuses.;"";Lorsque vous réussissez un coup critique, vous infligez 1 dé de dégâts critiques supplémentaire, basé sur l'arme ou le focaliseur que vous utilisez. Si votre arme ou focaliseur n'inflige pas de dégâts supplémentaires en cas de coup critique, vous infligez 1d6 supplémentaires lorsque vous réussissez un coup critique.;Quotidien: action libre. Utilisez ce pouvoir lorsque vous réussissez un coup critique. Ajoutez alors 2 dés de dégâts critiques supplémentaire, basés sur l'arme ou le focaliseur que vous utilisez. Si votre arme ou focaliseur n'inflige pas de dégâts supplémentaires en cas de coup critique, vous infligez 2d6 supplémentaires lorsque vous réussissez un coup critique.<br>Si vous avez atteint au moins une étape dans la journée, plutôt que de lancer les dés supplémentaires de dégâts critiques, vous infligez des supplémentaires égaux à la valeur maximale de ces dés.;"";Le Comptoir de l'Aventure 1;uncommon;"";"";Anneaux;"";"";16
Anneau de hardiesse;Cet anneau fin d'ivoire vous garde de la terreur.;"";Vous bénéficiez d'un bonus d'objet de +4 à toutes les défenses contre les attaques de terreur.;Quotidien : interruption immédiate.Déclencheur : un ennemi situé dans votre ligne de mire effectue une attaque de terreur.Effet : chaque allié situé dans un rayon de 5 cases bénéficie d'un bonus de pouvoir de +4  toutes les défenses contre cette attaque. Si vous avez atteint au moins une étape dans la journée, c'est chaque allié situé dans un rayon de 10 cases qui bénéficie du bonus.;"";Le Comptoir de l'Aventure 2;uncommon;"";"";Anneaux;"";"";28
Anneau de l'échec profitable;Cet anneau doré renferme un petit sablier de diamant qui se retourne chaque fois que l'objet est employé.;"";Vous bénéficiez d'un bonus d'objet de +4 aux tests d'initiative.;Quotidien: action libre. Si le prochain pouvoir d'attaque de rencontre que vous utilisez à ce tour de jeu rate toutes ses cibles, vous en regagnez l'usage.<br>Si vous avez atteint au moins une étape dans la journée, vous pouvez appliquer ce pouvoir au dernier pouvoir d'attaque de rencontre que vous avez utilisé à ce tour de jeu plutôt qu'au suivant.;"";Le Comptoir de l'Aventure 2;uncommon;"";"";Anneaux;"";"";20
Anneau de l'empereur drakéide;Crée à l'image de l'anneau sigillaire de l'empereur drakéide d'Arkhosia, cet objet bonifie vos attaques, tout particulièrement si vous êtes drakéide.;"";Vous bénéficiez d'un bonus d'objet de +3 aux jets de dégâts des attaques de proximité. SI vous êtes drakéide, vous bénéficiez d'un bonus d'objet de +5 aux jets de dégâts de votre souffle de dragon.;Quotidien: réaction immédiate. Utilisez ce pouvoir lorsque vous vous retrouvez en péril. Vous utilisez alors l'un de vos pouvoirs de rencontre.<br>Si vous avez atteint au moins une étape dans la journée, vous pouvez utilisez un pouvoir de rencontre auquel vous avez déjà recouru. Si vous utilisez un pouvoir de rencontre auquel vous n'avez pas encore recouru, celui-ci n'est pas dépensé.;"";Le Comptoir de l'Aventure 1;rare;"";"";Anneaux;"";"";15
Anneau de l'opale du souvenir;La grosse opale de feu sertie dans cette babiole se met à luire vivement lorsqu'elle confère sa clarté d'esprit.;"";Vous bénéficiez d 'un bonus d'objet de +2 aux attaques d'Intelligence, et d'un bonus d'objets de +4 aux tests d'Intelligence et tests de compétences liées à l'Intelligence.;Quotidien: action mineure. Vous regagnez l'usage d'un pouvoir utilitaire de rencontre arcanique que vous avez déjà employé (comme si vous ne vous en étiez pas encore servi durant cette rencontre).<br>Si vous avez atteint au moins une étape dans la journée, c'est l'usage d'un pouvoir utilitaire quotidien arcanique que vous pouvez regagner (comme si vous ne vous en étiez pas encore servi durant cette journée).;"";Le Comptoir de l'Aventure 1;rare;"";"";Anneaux;"";"";29
Anneau de la garde d'ombre;Lorsque vous portez cet anneau de fer foncé, votre ombre s'imprègne de tentacules noirs de Gisombre.;"";Vous gagnez une résistance au froid 10 et une résistance nécrotique 10.;Quotidien ♦ froid, nécrotique: action simple. Vous imprégnez votre ombre de l'essence de la Gisombre. Jusqu'à la fin de votre tour de jeu suivant, tout ennemi qui débute son tour de jeu dans une case qui vous est adjacente ou se déplace dans une telle case subit 2d10 dégâts de froid et nécrotiques.<br>Si vous avez atteint au moins une étape dans la journée, vous regagnez également 15 points de vie temporaires. Cet avantage persiste jusqu'à ce que vous ne disposiez plus d'aucun de ces points de vie temporaires ou que vous preniez un repos prolongé.;"";Le Comptoir de l'Aventure 1;uncommon;"";"";Anneaux;"";"";18
Anneau de la gargouille;Le port de cet anneau en pierre permet d'adopter une forme rocailleuse.;"";Lorsque vous êtes pétrifié, vous avez droit à un jet de sauvegarde à la fin de votre tour de jeu pour éliminer l'effet.;Quotidien: action simple. Vous vous transformez en statue de pierre, gagnant ainsi une résistance 25 à tous les dégâts et une perception des vibrations 10. En revanche, vous perdez tous vos autres sens et ne pouvez entreprendre aucune action, si ce n'est une action mineure pour retrouvez votre forme habituelle.<br>Si vous avez atteint au moins une étape dans la journée, vous pouvez dépensez une récupération pour regagnez un nombre de points de vie égal à votre valeur de récupération en même temps que vous vous transformez en statue ou reprenez votre forme habituelle.;"";Le Comptoir de l'Aventure 1;uncommon;"";"";Anneaux;"";"";25
Anneau de la spirale funeste;Les spirales noires et étourdissantes de cet anneau semblent modifier l'espace et le temps.;"";Vous bénéficiez d'une résistance nécrotique 5;Quotidien ♦ téléportation: réaction immédiate.Déclencheur : une créature situé dans un rayon de 10 cases est réduite à 0 point de vie ou moins.Effet : vous vous téléportez dans l'espace de la créature ou dans une case qui lui est adjacente.<br>SI vous avez atteint au moins une étape dans la journée, vous pouvez utilisez le pouvoir une seconde fois au cours de la rencontre. Cette seconde utilisation ne compte pas comme une utilisation de pouvoir quotidien d'objet magique.;"";Le Comptoir de l'Aventure 2;uncommon;"";"";Anneaux;"";"";16
Anneau de liberté de mouvement;Cet anneau bleu ciel semble miroiter et tourner autour de votre doigt.;"";Vous bénéficiez d'un bonus d'objet de +2 aux tests d'Acrobaties.;Quotidien : action mineure. Jusqu'à la fin de la rencontre, vous bénéficiez d'un bonus de pouvoir de +5 aux tests pour se dégager d'une étreinte, et un bonus de pouvoir de +5 aux jets de sauvegarde pour mettre fin aux états préjudiciables immobilisé, maîtrisé ou ralenti. Si vous avez atteint au moins une étape dans la journée, vous pouvez également vous déplacer sur un terrain difficile comme s'il s'agissait d'un terrain normal jusqu'à la fin de la rencontre.;"";Manuel des Joueurs 1;uncommon;"";"";Anneaux;"";"";15
Anneau de libre concentration;Cette baque de platine et d'or est ornée de sept gemmes de variétés différentes.;"";Vous bénéficiez d'un bonus d'objet de +1 en Volonté.;Quotidien: action mineure. Une fois par round jusqu'à la fin de la rencontre, vous pouvez entreprendre une action libre à votre tour de jeu pour maintenir un de vos effets dont le maintien exige normalement une action mineure.<br>SI vous avez atteint au moins une étape dans la journée, vous pouvez maintenir un pouvoir une fois par round à votre tour de jeu sans entreprendre d'action (pas même une action libre).;"";Le Comptoir de l'Aventure 2;uncommon;"";"";Anneaux;"";"";24
